id,Date,Open,High,Low,Close,Volume,SMA-8,WMA-12
688,2/9/2015,88.51,89.21,88.14,88.82,6911600,88.63,88.46
689,2/10/2015,89.37,91.38,89.33,91.18,12469600,88.6,88.34
690,2/11/2015,91.16,91.79,90.71,90.79,6467000,89.12,88.74
691,2/12/2015,91.09,91.94,90.09,91.83,7197600,89.52,89.12
692,2/13/2015,91.99,91.99,90.91,91.58,6109600,89.99,89.5
693,2/17/2015,91.77,92.24,91.26,92.03,6387000,90.41,89.93
694,2/18/2015,92.39,93.33,92,93,6542000,90.75,90.2
695,2/19/2015,93.15,93.78,93.01,93.17,6109200,91.32,90.78
696,2/20/2015,93.46,93.67,92.97,93.51,6461400,91.94,91.56
697,2/23/2015,93.85,93.93,93.08,93.58,5854600,92.27,91.84
698,2/24/2015,93.26,93.99,93.16,93.45,6337800,92.67,92.31
699,2/25/2015,93.3,94.83,93.25,94.26,8119600,92.9,92.57
700,2/26/2015,94.3,94.82,94.08,94.55,6816400,93.29,93
701,2/27/2015,94.79,94.8,93.27,93.49,8658400,93.65,93.4
702,3/2/2015,93.33,94.55,93.33,94.23,7947000,93.72,93.58
703,3/3/2015,94.1,94.21,93.2,94,7578400,93.87,93.76
704,3/4/2015,93.81,94.19,92.01,93.06,7774600,93.94,93.86
705,3/5/2015,93.28,93.96,93.06,93.63,5848400,93.86,93.93
706,3/6/2015,93.3,93.7,91.88,92.22,6814400,93.89,94.04
707,3/9/2015,92.39,93.13,92.09,93.04,5984800,93.6,93.88
708,3/10/2015,92.16,92.91,91.77,92.18,6077000,93.38,93.59
709,3/11/2015,92.12,92.98,91.22,91.42,8185800,93.19,93.51
710,3/12/2015,91.97,93.53,91.84,93.38,7295400,92.79,93.15
711,3/13/2015,92.68,94.37,92.68,93.29,5835200,92.7,92.83
712,3/16/2015,94,94.62,93.74,94.05,6772600,92.74,92.75
713,3/17/2015,93.76,94.48,93.6,94.39,5508800,92.8,92.54
714,3/18/2015,94,96.57,93.35,95.84,15430000,93.11,92.76
715,3/19/2015,96.76,99.2,96.38,97.76,22020600,93.51,92.88
716,3/20/2015,98.49,98.9,97.01,97.46,17360600,94.3,93.41
717,3/23/2015,97.88,97.9,96.71,97.37,7986000,95.17,94.35
718,3/24/2015,97.11,98.33,96.76,97.92,7718400,95.74,94.94
719,3/25/2015,98.14,98.48,95.77,95.77,9907200,96.4,95.71
720,3/26/2015,95.35,95.75,93.66,95.08,10344400,96.64,96.36
721,3/27/2015,95,95.95,94.75,95.07,7993400,96.74,96.95
722,3/30/2015,96.04,96.5,95.5,95.98,6830200,96.63,97.15
723,3/31/2015,95.67,96.2,94.69,94.7,8717800,96.38,96.8
724,4/1/2015,94.28,94.5,92.56,93.02,14125400,95.98,96.43
725,4/2/2015,93.42,94.64,93.22,94.39,8863000,95.36,95.93
726,4/6/2015,93.85,94.8,93.45,94.52,6058800,94.86,95.17
727,4/7/2015,94.41,94.96,93.96,94.07,5354600,94.68,94.89
728,4/8/2015,93.84,95.28,93.84,95.23,3413900,94.54,94.76
729,4/9/2015,47.65,47.99,47.25,47.96,7109600,94.56,94.63
730,4/10/2015,48.6,48.6,47.88,48.17,6643100,87.7,92.56
731,4/13/2015,48.56,48.89,48.38,48.5,8171000,81.05,89.15
732,4/14/2015,48.52,48.71,47.97,48.3,5952400,74.69,84.57
733,4/15/2015,48.81,48.81,48.13,48.14,5162200,68.11,78
734,4/16/2015,48.23,48.48,48.16,48.25,5312500,61.48,69.74
735,4/17/2015,47.9,48,47.39,47.62,7539900,54.94,59.95
736,4/20/2015,47.9,48.12,47.7,47.97,4868400,48.13,48.18
737,4/21/2015,48.35,48.48,48.02,48.37,6213400,48.14,48.22
738,4/22/2015,48.5,48.6,47.98,48.34,7248100,48.16,48.22
739,4/23/2015,48.55,49.7,48.28,49.43,15866100,48.14,48.13
740,4/24/2015,51.32,52.09,50.62,51.84,22284900,48.3,48.13
741,4/27/2015,51.81,51.94,50.76,50.87,11222600,48.83,48.3
742,4/28/2015,50.6,50.8,49.98,50.61,8882900,49.21,48.54
743,4/29/2015,50.42,50.95,50.2,50.65,7162000,49.63,49.05
744,4/30/2015,50.63,50.68,49.43,49.58,8492000,50.02,49.56
745,5/1/2015,49.95,50.42,49.68,50.29,5916500,50.19,50.01
746,5/4/2015,50.3,50.93,50.27,50.45,7493400,50.47,50.54
747,5/5/2015,49.94,50.05,49.36,49.41,10691200,50.61,50.84
748,5/6/2015,49.68,49.7,48.57,48.93,8033500,50.27,50.45
749,5/7/2015,48.74,49.55,48.72,49.35,5681400,49.99,50.23
750,5/8/2015,49.99,50.43,49.46,49.78,6039800,49.81,50.03
751,5/11/2015,49.71,50.22,49.38,49.5,5047200,49.68,49.78
752,5/12/2015,49.15,49.99,49,49.71,5868600,49.67,49.81
753,5/13/2015,49.85,50.15,49.43,49.59,4927100,49.59,49.63
754,5/14/2015,49.98,50.59,49.67,50.56,7339700,49.47,49.39
755,5/15/2015,50.79,50.85,50.39,50.8,6016700,49.63,49.44
756,5/18/2015,50.65,51.29,50.56,51.18,8999800,49.9,49.68
757,5/19/2015,51.48,51.72,50.96,51.42,6976100,50.16,49.89
758,5/20/2015,51.31,51.44,50.43,51.03,5644700,50.39,50.04
759,5/21/2015,50.94,51.45,50.78,51.33,5084000,50.61,50.32
760,5/22/2015,51.33,51.65,51.21,51.48,5857700,50.84,50.6
761,5/26/2015,51.38,51.78,50.66,50.84,7369900,51.11,50.98
762,5/27/2015,51.04,51.7,50.91,51.59,6213600,51.15,51.13
763,5/28/2015,51.84,51.94,51.45,51.81,5874400,51.27,51.25
764,5/29/2015,51.95,52.23,51.45,51.96,9399100,51.36,51.29
765,6/1/2015,51.96,52.46,51.67,52.22,7075100,51.43,51.3
766,6/2/2015,51.98,52.3,51.66,51.73,7877800,51.6,51.44
767,6/3/2015,52,52.27,51.67,52.12,5522700,51.66,51.52
768,6/4/2015,51.87,52.18,51.57,51.72,6230800,51.75,51.59
769,6/5/2015,51.57,52.44,51.27,52.19,7123200,51.88,51.85
770,6/8/2015,52,52.23,51.49,51.53,6320200,51.96,51.94
771,6/9/2015,51.35,51.7,51.1,51.54,5034000,51.92,51.97
772,6/10/2015,51.8,52.86,51.66,52.69,8003600,51.86,51.95
773,6/11/2015,52.81,53,52.44,52.49,6030200,51.93,51.88
774,6/12/2015,52.41,52.74,52.16,52.63,5236700,52.04,51.95
775,6/15/2015,52.23,52.46,52.01,52.27,5555000,52.11,51.95
776,6/16/2015,52.27,53.14,52.2,52.97,6106500,52.19,52.07
777,6/17/2015,53.09,53.47,52.72,53.24,6735300,52.3,52.1
778,6/18/2015,53.5,54.28,53.4,54.11,10711000,52.55,52.35
779,6/19/2015,54.08,54.44,53.84,53.93,10609700,52.91,52.7
780,6/22/2015,54.33,54.43,53.88,53.9,7100700,53.09,52.8
781,6/23/2015,54.04,54.18,53.72,54.12,5679000,53.29,53
782,6/24/2015,53.75,53.97,53.52,53.71,5525000,53.51,53.22
783,6/25/2015,54.09,54.45,54,54.07,5389900,53.71,53.58
784,6/26/2015,54.46,54.75,54.3,54.62,6637200,53.87,53.8
785,6/29/2015,53.87,54.39,53.51,53.55,6534100,54.07,54.01
786,6/30/2015,54.15,54.3,53.14,53.62,9794000,53.99,53.98
787,7/1/2015,53.86,54.21,53.6,53.89,6107700,53.94,53.98
788,7/2/2015,54.03,54.7,53.95,54.24,5684700,53.94,53.99
789,7/6/2015,53.64,54.41,53.63,54.31,5396400,53.96,53.95
790,7/7/2015,54.29,54.54,53.36,54.38,9462300,54.04,54.03
791,7/8/2015,53.86,54.02,53.31,53.39,8139300,54.09,54.04
792,7/9/2015,54.07,54.5,53.88,54.05,7681000,53.91,53.86
793,7/10/2015,54.54,54.73,54.18,54.57,8087800,53.98,53.97
794,7/13/2015,55,55.89,54.9,55.7,7477200,54.12,54.09
795,7/14/2015,55.96,56.06,55.52,55.75,7028000,54.38,54.21
796,7/15/2015,55.92,55.95,55.29,55.34,8212600,54.59,54.3
797,7/16/2015,56.06,56.16,55.66,55.74,7305500,54.74,54.41
798,7/17/2015,55.9,55.9,55.37,55.69,8715400,54.93,54.55
799,7/20/2015,55.73,56.74,55.7,56.21,7970800,55.26,55.02
800,7/21/2015,56.38,56.47,55.78,56.2,6717500,55.57,55.4
801,7/22/2015,56.43,56.87,56.25,56.69,6876100,55.8,55.71
802,7/23/2015,56.98,57,56.16,56.56,12439200,55.95,55.77
803,7/24/2015,59.12,59.31,57.15,57.29,14559700,56.06,55.84
804,7/27/2015,57.21,57.47,56.85,56.98,8993500,56.34,56.09
805,7/28/2015,57.39,57.4,56.56,57.14,8689200,56.52,56.29
806,7/29/2015,57.38,57.8,57.14,57.51,8470500,56.72,56.55
807,7/30/2015,57.3,58.15,57.01,58.06,7337900,56.91,56.72
808,7/31/2015,58.44,58.44,57.73,57.93,6519500,57.18,56.97
809,8/3/2015,58.62,58.96,58.04,58.19,7664000,57.35,57.13
810,8/4/2015,58.25,58.72,58.03,58.7,9113100,57.59,57.39
811,8/5/2015,59.15,59.32,58.83,59.01,7349100,57.79,57.51
812,8/6/2015,59.13,59.2,57.09,57.23,11064500,58.08,57.79
813,8/7/2015,57.33,57.36,56.51,57.2,7749000,58.09,58.02
814,8/10/2015,57.29,57.63,55.75,56.27,11994700,58.05,58.16
815,8/11/2015,55.79,56.44,55.24,56.35,8017600,57.79,58.09
816,8/12/2015,55.69,56.4,54.95,56.38,10064400,57.56,58
817,8/13/2015,56.52,57.25,56.51,56.85,6725600,57.31,57.78
818,8/14/2015,56.95,57.12,56.66,57.1,4790900,57.04,57.36
819,8/17/2015,57,57.76,56.73,57.74,5749100,56.77,56.8
820,8/18/2015,57.96,58.06,57.66,57.83,5575400,56.84,56.71
821,8/19/2015,57.58,58.08,57.12,57.59,6041500,56.93,56.64
822,8/20/2015,57,57.15,55.77,55.81,7411700,57.12,56.85
823,8/21/2015,54.72,54.86,52.6,52.84,20102200,57.04,57.03
824,8/24/2015,48.05,52.67,42.05,50.34,27094800,56.54,57.06
825,8/25/2015,52.96,53.61,51.05,51.09,19546000,55.61,56.75
826,8/26/2015,52.99,54.15,51.27,53.96,15453100,54.75,56.17
827,8/27/2015,54.76,56.21,54.41,55.95,15871100,54.21,55.28
828,8/28/2015,55.7,56.31,55.2,55.63,7580500,53.94,54.31
829,8/31/2015,55.19,55.47,54.5,54.71,7891600,53.66,53.33
830,9/1/2015,53,54.36,52.74,53.5,13338000,53.5,52.75
831,9/2/2015,54.5,55.29,53.75,55.26,9876600,53.6,52.94
832,9/3/2015,55.72,55.76,54.48,54.69,7862200,54.3,53.93
833,9/4/2015,53.87,54.57,53.84,54.28,6990300,54.81,54.86
834,9/8/2015,55.31,55.45,54.53,55.21,7988700,54.86,55.09
835,9/9/2015,55.9,56,54.57,54.69,8347400,54.75,54.79
836,9/10/2015,54.34,55.69,54.33,55.37,8881800,54.62,54.54
837,9/11/2015,55.19,56.54,55.03,56.53,8347000,54.71,54.54
838,9/14/2015,56.54,56.91,56.05,56.29,5463900,55.15,54.95
839,9/15/2015,56.43,57.21,56.12,56.91,6737300,55.29,54.96
840,9/16/2015,56.83,57.35,56.21,57.26,6590600,55.61,55.19
841,9/17/2015,57.32,58.1,57.04,57.28,7408000,56.04,55.63
842,9/18/2015,56.49,57.63,56.28,56.84,16167600,56.33,55.91
843,9/21/2015,57.2,57.84,56.96,57.54,6209200,56.64,56.39
844,9/22/2015,56.85,57.25,56.7,57.12,8540700,56.95,56.79
845,9/23/2015,57.16,57.93,57.05,57.79,6808500,57.03,56.92
846,9/24/2015,57.38,58.54,57.17,58.37,9945100,57.25,57.16
847,9/25/2015,58.92,58.96,57.74,57.99,10586700,57.46,57.29
848,9/28/2015,58.01,58.43,55.62,55.77,11505400,57.56,57.37
849,9/29/2015,55.85,56.3,54.81,55.72,9388200,57.35,57.38
850,9/30/2015,56.4,56.9,55.61,56.84,9776200,57.19,57.47
